id	english	chinese	partOfSpeech	note	level	academic	ceecLevel
561	deer	鹿	noun		初級		2
562	degree	度、程度	noun		初級		2
563	delay	延誤、耽擱	noun/verb		初級		2
564	delicious	美味的	adj.		初級		2
565	deliver	運送	verb		初級		2
566	democracy	民主	noun		初級		3
567	democratic	民主的	adj.		初級		3
568	dentist	牙醫	noun		初級		2
569	deny	否認	verb		初級	L7	2
570	department	部門	noun		初級		2
571	department store	百貨公司	noun		初級		
572	depend	取決於、依靠	verb		初級		2
573	describe	描述	verb		初級		2
574	desert	沙漠	noun		初級		2
575	desert	遺棄	verb		初級		2
576	design	設計	noun/verb		初級	L2	2
577	desire	渴望	noun/verb		初級		3
578	desk	書桌	noun		初級		1
579	dessert	甜點	noun		初級		3
580	determine	決定、下決心	verb		初級		3
581	develop	發展	verb		初級		
582	dial	撥號；撥號盤、錶面	verb/noun		初級		2
583	diamond	鑽石；菱形	noun		初級		2
584	diary	日記	noun		初級		2
585	dictionary	字典	noun		初級		1
586	die	死	verb		初級		1
587	diet	飲食、節食；節食；飲食的、節食的	noun/verb/adj.		初級		2
588	difference	差別	noun		初級		2
589	different	不同的	adj.		初級		1
590	difficult	困難的	adj.		初級		1
591	difficulty	困難	noun		初級		2
592	dig	挖	verb		初級		1
593	diligent	勤奮的	adj.		初級		4
594	dining room	餐廳、飯廳	noun		初級		
595	dinner	晚餐	noun		初級		1
596	dinosaur	恐龍	noun		初級		3
597	diplomat	外交官	noun		初級		4
598	direct	直接的	adj.		初級		2
599	direct	針對、指揮	verb		初級		2
600	direction	方向	noun		初級		2
601	director	導演、主管	noun		初級		2
602	dirty	髒的；弄髒	adj./verb		初級		1
603	disappear	消失	verb		初級		2
604	discover	發現	verb		初級		2
605	discuss	討論	verb		初級		2
606	discussion	討論	noun		初級		2
607	dish	盤、菜餚	noun		初級		1
608	dishonest	不誠實的	adj.		初級		3
609	distance	距離	noun		初級		2
610	divide	分開、劃分	verb		初級		2
611	division	分開；部門	noun		初級		2
612	dizzy	頭暈的	adj.		初級		3
613	do	助動詞	aux.		初級		1
614	do	做	verb		初級		1
615	doctor	醫生、博士	noun		初級		1
616	document	文件	noun		初級	L3	5
617	dodge ball	躲避球	noun		初級		
618	dog	狗	noun		初級		1
619	doll	玩偶	noun		初級		1
620	dollar	元	noun	= buck	初級		1
621	dolphin	海豚	noun		初級		3
622	donkey	驢	noun		初級		3
623	door	門	noun		初級		1
624	dot	小圓點	noun		初級		2
625	double	雙重的；加倍；兩倍	adj./verb/noun		初級		2
626	Double Tenth Day	雙十節	noun		初級		
627	doubt	疑慮；懷疑、對…不確信	noun/verb		初級		2
628	doughnut	甜甜圈	noun	= donut	初級		3
629	down	情緒低落	adj.		初級		1
630	down	向下；在下方	adv./prep.		初級		1
631	down	羽絨	noun		初級		1
632	download	下載	verb		初級		2
633	downstairs	朝樓下、在樓下；樓下的	adv./adj.		初級		2
634	downtown	往市區；市區的；市區	adv./adj./noun		初級		3
635	dozen	一打	noun		初級		1
636	dragon	龍	noun		初級		2
637	Dragon Boat Festival	端午節	noun		初級		
638	drama	戲劇	noun		初級	L8	2
639	draw	畫	verb		初級		1
640	drawer	抽屜	noun		初級		2
641	dream	夢；作夢	noun/verb		初級		1
642	dress	著裝；洋裝	verb/noun		初級		1
643	dresser	斗櫃、衣櫃、梳妝台	noun		初級		6
644	drink	喝；飲料	verb/noun		初級		1
645	drive	開車；車程	verb/noun		初級		1
646	driver	駕駛員	noun		初級		1
647	drop	使滴落、丟下、下降；(一)滴	verb/noun		初級		1
648	drug	藥品、毒品	noun		初級		2
649	drugstore	藥局	noun		初級		3
650	drum	鼓	noun		初級		1
651	dry	乾的；弄乾	adj./verb		初級		1
652	dryer	烘乾機、吹風機	noun		初級		2
653	duck	鴨	noun		初級		1
654	dumb	(口語)傻的、愚蠢的	adj.		初級		3
655	dumpling	餃子	noun		初級		3
656	during	在…期間	prep.		初級		1
657	duty	責任、職責	noun		初級		2
658	each	每個	pron./adj./adv.		初級		1
659	eagle	鷹	noun		初級		2
660	ear	耳	noun		初級		1
661	early	早的；早	adj./adv.		初級		1
662	earn	賺得	verb		初級		2
663	earth	地球	noun		初級		1
664	east	東方；向東；東邊的	noun/adv./adj.		初級		1
665	Easter	復活節	noun		初級		
666	eastern	東方的	adj.		初級		2
667	easy	容易的	adj.		初級		1
668	eat	吃	verb		初級		1
669	edge	邊緣	noun		初級		2
670	education	教育	noun		初級		2
671	effect	結果、效果；達到…的效果	noun/verb		初級		2
672	effective	有效的	adj.		初級		2
673	effort	努力	noun		初級		2
674	egg	蛋	noun		初級		1
675	eight	八	number/pron./noun/adj.		初級		
676	eighteen	十八	number/pron./noun/adj.		初級		
677	eighty	八十	number/pron./noun/adj.		初級		
678	either	也(否定句)	adv.		初級		1
679	either	(兩者中)任一個	pron./adj./conj.		初級		1
680	elder	長者；年長的	noun/adj.		初級		2
681	elect	推選、選舉	verb		初級		3
682	election	選舉	noun		初級		3
683	electric	電的	adj.		初級		2
684	element	元素、要素	noun		初級	L2	3
685	elementary school	小學	noun		初級		
686	elephant	象	noun		初級		1
687	eleven	十一	number/pron./noun/adj.		初級		
688	else	其他	adv./adj.		初級		1
689	email	電子郵件；寄電子郵件	noun/verb		初級		1
690	embarrass	使尷尬	verb		初級		
691	emotion	情感、情緒	noun		初級		2
692	emphasize	強調	verb	= emphasise (British English)	初級		2
693	employ	雇用	verb		初級		
694	empty	空的；使…變空	adj./verb		初級		2
695	encourage	鼓勵	verb		初級		
696	end	結束、末端；結束	noun/verb		初級		1
697	enemy	敵人	noun		初級		2
698	energy	活力、精力；能源	noun		初級	L5	2
699	engine	引擎	noun		初級		2
700	engineer	工程師	noun		初級		1
701	England	英格蘭	noun		初級		
702	English	英語的、英格蘭的；英語	adj./noun		初級		
703	enjoy	享受	verb		初級		
704	enough	足夠的	adv./adj./pron.		初級		1
705	enter	進入	verb		初級		1
706	entire	全部的	adj.		初級		2
707	entrance	入口	noun		初級		2
708	envelope	信封	noun		初級		1
709	environment	環境	noun		初級	L1	2
710	envy	羨慕、妒忌	noun/verb		初級		3
711	equal	相等的；相等；相等的人事物	adj./verb/noun		初級		2
712	eraser	橡皮擦	noun		初級		1
713	error	錯誤	noun		初級	L4	1
714	especially	尤其	adv.		初級		2
715	Europe	歐洲	noun		初級		
716	European	歐洲(人)的；歐洲人	adj./noun		初級		
717	eve	前夕	noun		初級		2
718	even	甚至、更加	adv.		初級		1
719	evening	傍晚、晚上	noun		初級		1
720	event	事件、活動	noun		初級		2
721	ever	從來、在任何時候	adv.		初級		1
722	every	每個	adj.		初級		1
723	everybody	每個人	pron.		初級		
724	everyone	每人	pron.	= everybody	初級		
725	everything	每件事	pron.		初級		1
726	everywhere	到處	adv.		初級		
727	evil	邪惡；邪惡的	noun/adj.		初級		2
728	exact	確切的	adj.		初級		2
729	exam	考試	noun		初級		2
730	examine	檢查	verb		初級		2
731	example	例子	noun		初級		1
732	excellent	傑出的	adj.		初級		1
733	except	除…之外	conj./prep.		初級		1
734	excite	使興奮	verb		初級		
735	excuse	藉口	noun		初級		2
736	excuse	原諒	verb		初級		2
737	exercise	運動、練習；運動	noun/verb		初級		
738	exist	存在	verb		初級		2
739	exit	出口；離開	noun/verb		初級		2
740	expect	預料、期待	verb		初級		1
741	expensive	昂貴的	adj.		初級		1
742	experience	經驗；體驗	noun/verb		初級		1
743	expert	專家	noun		初級	L6	2
744	explain	解釋	verb		初級		1
745	export	出口、輸出	noun/verb		初級	L1	3
746	express	快的	adj.		初級		2
747	express	快車、快遞	noun		初級		2
748	express	表達	verb		初級		2
749	extra	額外的	adj.		初級		2
750	eye	眼睛	noun		初級		1
751	face	臉；面對	noun/verb		初級		1
752	fact	事實	noun		初級		1
753	factory	工廠	noun		初級		1
754	fail	失敗、不及格	verb		初級		1
755	failure	失敗、故障	noun		初級		2
756	fair	公平的	adj.		初級		2
757	fair	市集、商品展覽會、園遊會	noun		初級		2
758	fall	秋天	noun	= autumn	初級		1
759	fall	跌倒、掉落、下降	verb		初級		1
760	false	錯誤的、假的	adj.		初級		2
761	family	家人、家庭	noun		初級		1
762	famous	著名的	adj.		初級		1
763	fan	迷、狂熱愛好者；扇	noun		初級		1
764	fancy	花俏的、昂貴的、豪華的	adj.		初級		3
765	fantastic	極好的	adj.		初級		4
766	far	遠、非常；遠的	adv./adj.		初級		1
767	farm	農場	noun		初級		1
768	farmer	農夫	noun		初級		1
769	fashion	流行時尚	noun		初級		2
770	fashion	塑造成、製作	verb		初級		2
771	fashionable	時髦的	adj.		初級		3
772	fast	快的；快速地	adj./adv.		初級		1
773	fat	肥胖的；脂肪	adj./noun		初級		1
774	father	父親	noun		初級		1
775	faucet	水龍頭	noun		初級		3
776	fault	過錯、缺點	noun		初級		2
777	favor	支持、偏袒；幫助、恩惠	verb/noun	= favour (British English)	初級		2
778	favorite	最喜愛的；最喜愛的人/物	adj./noun	= favourite (British English)	初級		2
779	fear	恐懼、害怕	noun/verb		初級		2
780	February	二月	noun	= Feb.	初級		
781	fee	費用	noun		初級	L6	2
782	feed	餵	verb		初級		1
783	feel	感覺	verb		初級		1
784	feeling	感覺、感情	noun		初級		2
785	fellow	夥伴；同類的、同伴的	noun/adj.		初級		2
786	female	女性的；女性	adj./noun		初級		2
787	fence	籬笆	noun		初級		3
788	festival	節慶	noun		初級		1
789	fever	發燒	noun		初級		2
790	few	少數的	pron./adj.		初級		1
791	field	田地；運動場；領域	noun		初級		2
792	fifteen	十五	number/pron./noun/adj.		初級		
793	fifty	五十	number/pron./noun/adj.		初級		
794	fight	打架、爭吵、抗爭	verb/noun		初級		1
795	figure	數字、圖表	noun		初級		2
796	figure	認為、計算	verb		初級		2
797	fill	裝滿	verb		初級		1
798	film	電影	noun		初級		1
799	final	最後的	adj.		初級	L2	2
800	final	期末考	noun		初級	L2	2
801	find	找到；感到	verb		初級		1
802	fine	很好的	adj.		初級		1
803	fine	處以罰金；罰金	verb/noun		初級		1
804	finger	手指	noun		初級		1
805	finish	結束	verb/noun		初級		1
806	fire	火	noun		初級		1
807	fire	開火、發射；開除	verb		初級		1
808	firm	堅固的	adj.		初級		2
809	firm	公司	noun		初級		2
810	first	首先	adj./adv./pron.		初級		1
811	fish	魚；釣魚	noun/verb		初級		1
812	fisherman	漁民	noun		初級		2
813	fit	健壯的、健康的	adj		初級		2
814	fit	合適	verb		初級		2
815	five	五	number/pron./noun/adj.		初級		
816	fix	修理	verb		初級		2
817	flag	旗	noun		初級		2
818	flashlight	手電筒	noun		初級		3
819	flat	平坦的	adj.		初級		2
820	flat	公寓	noun	= apartment	初級		2
821	flat tire	沒氣的輪胎	noun		初級		
822	flight	航程、班機	noun		初級		2
823	floor	地板、樓層	noun		初級		1
824	flour	麵粉	noun		初級		3
825	flow	流動	noun/verb		初級		2
826	flower	花	noun		初級		1
827	flu	流行性感冒	noun		初級		2
828	flute	長笛	noun		初級		3
829	fly	蒼蠅	noun		初級		1
830	fly	飛	verb		初級		1
831	focus	焦點；聚焦	noun/verb		初級	L2	2
832	fog	霧	noun		初級		2
833	follow	跟隨、接著、遵循	verb		初級		1
834	following	接著的、下列的；在…之後；下列事物；追隨者	adj./prep./pron./noun		初級		2
835	food	食物	noun		初級		1
836	fool	傻瓜；愚蠢的	noun/adj.		初級		1
837	fool	愚弄、欺騙	verb		初級		1
838	foolish	愚蠢的	adj.		初級		2
839	foot	腳	noun		初級		1
840	football	足球	noun		初級		2
841	for	因為	conj.		初級		1
842	for	為了、給、(時間、距離)達	prep.		初級		1
843	force	力量	noun		初級		2
844	force	強迫	verb		初級		2
845	foreign	外國的	adj.		初級		1
846	foreigner	外國人	noun		初級		1
847	forest	森林	noun		初級		2
848	forget	忘記	verb		初級		1
849	forgive	原諒	verb		初級		2
850	fork	叉子	noun		初級		1
851	form	表格、形狀	noun		初級		2
852	form	組成	verb		初級		2
853	formal	正式的	adj.		初級		2
854	former	前者；從前的	pron./adj.		初級		2
855	forty	四十	number/pron./noun/adj.		初級		
856	forward	向前；前面的	adv./adj.	adv.= forwards（British English）	初級		2
857	four	四	number/pron./noun/adj.		初級		
858	fourteen	十四	number/pron./noun/adj.		初級		
859	fox	狐狸	noun		初級		2
860	France	法國	noun		初級		
861	frank	坦白的	adj.		初級		3
862	free	空閒、免費、自由的	adj.		初級		1
863	free	使自由	verb		初級		1
864	freedom	自由	noun		初級		2
865	freezer	冰箱	noun		初級		3
866	French fries	炸薯條	noun		初級		
867	fresh	新鮮的	adj.		初級		1
868	Friday	星期五	noun	= Fri.	初級		
869	friend	朋友	noun		初級		1
870	friendly	友善的	adj.		初級		1
871	friendship	友誼	noun		初級		2
872	frighten	使驚恐	verb		初級		3
873	frisbee	飛盤	noun		初級		
874	frog	青蛙	noun		初級		1
875	from	從	prep.		初級		1
876	front	前面；前面的	noun/adj.		初級		1
877	fruit	水果	noun		初級		1
878	fry	炒、炸；油炸物	verb/noun		初級		2
879	full	滿的、充滿的	adj.		初級		1
880	fun	樂趣；有趣的	noun/adj.		初級		1
881	function	功用；發揮功用	noun/verb		初級	L1	2
882	funny	有趣的、好笑的	adj.		初級		1
883	furniture	傢俱	noun		初級		2
884	further	進一步地；進一步的	adv./adj.		初級		2
885	future	未來；未來的	noun/adj.		初級		1
886	gain	獲得、增加；利潤	verb/noun		初級		2
887	game	比賽	noun		初級		1
888	garage	車庫	noun		初級		3
889	garbage	垃圾	noun		初級		2
890	garden	花園	noun		初級		1
891	gas	瓦斯、氣體	noun		初級		3
892	gasoline	石油	noun	= gas= petrol	初級		3
893	gate	大門、柵門	noun		初級		1
894	gather	聚集	verb		初級		2
895	general	一般的、普遍的	adj.		初級		2
896	general	將軍	noun		初級		2
897	generation	世代	noun		初級	L5	4
898	generous	慷慨的、大方的	adj.		初級		2
899	genius	天才	noun		初級		4
900	gentle	溫和的	adj.		初級		2
901	gentleman	紳士、先生	noun		初級		2
902	geography	地理學	noun		初級		3
903	Germany	德國	noun		初級		
904	gesture	手勢；做手勢	noun/verb		初級		3
905	get	使…成為、獲得、到達	verb		初級		1
906	ghost	鬼	noun		初級		1
907	giant	巨大的；巨人	adj./noun		初級		1
908	gift	禮物	noun		初級		1
909	girl	女孩	noun		初級		1
910	give	給	verb		初級		1
911	glad	高興的	adj.		初級		1
912	glass	玻璃、一杯	noun		初級		1
913	glasses	眼鏡	noun		初級		1
914	glove	手套	noun		初級		1
915	glue	膠水；黏	noun/verb		初級		2
916	go	去；進行	verb/noun		初級		1
917	goal	目標	noun		初級	L4	2
918	goat	山羊	noun		初級		2
919	God	神、上帝	noun		初級		1
920	gold	金、金子、金色	noun		初級		2
921	golden	金色的	adj.		初級		2
922	golf	高爾夫球	noun		初級		3
923	good	好的；好處	adj./noun		初級		1
924	good-looking	好看的	adj.		初級		
925	goodbye	再見	noun	= bye	初級		1
926	goose	鵝	noun		初級		2
927	government	政府	noun		初級		2
928	grade	成績	noun		初級	L7	1
929	gram	公克	noun	= gramme (British English) = g = gm	初級		2
930	grand	重大的	adj.		初級		2
931	granddaughter	孫女	noun		初級		
932	grandfather	祖父	noun	= grandpa	初級		1
933	grandmother	祖母	noun	= grandma	初級		1
934	grandson	孫子	noun		初級		
935	grape	葡萄	noun		初級		2
936	grass	草	noun		初級		1
937	gray	灰色的；灰色	adj./noun	= grey	初級		1
938	great	極好的	adj.		初級		1
939	greedy	貪心的	adj.		初級		3
940	green	綠色的；綠色	adj./noun		初級		1
941	greet	招呼	verb		初級		2
942	ground	地面	noun		初級		1
943	group	團體	noun		初級		1
944	grow	生長	verb		初級		1
945	growth	成長	noun		初級		2
946	guard	守衛，衛兵；守衛	noun/verb		初級		2
947	guava	番石榴	noun		初級		2
948	guess	猜測、推測	verb/noun		初級		1
949	guest	客人	noun		初級		2
950	guide	嚮導；引導	noun/verb		初級		2
951	guitar	吉他	noun		初級		1
